"Time","Batch","User","Status","ExtraItems","Deleted"
"2026-05-23 17:00:28","Batch5","odl_user_2227323@otuwamsb105213.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:30","Batch5","odl_user_2227325@otuwamsb105215.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:32","Batch5","odl_user_2227321@otuwamsb105211.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:34","Batch5","odl_user_2227322@otuwamsb105212.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:36","Batch5","odl_user_2227332@otuwamsb105221.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:38","Batch5","odl_user_2227345@otuwamsb105229.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:41","Batch5","odl_user_2227343@otuwamsb105228.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:42","Batch5","odl_user_2227335@otuwamsb105222.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:44","Batch5","odl_user_2227330@otuwamsb105219.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:45","Batch5","odl_user_2227326@otuwamsb105216.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:47","Batch5","odl_user_2227327@otuwamsb105217.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:49","Batch5","odl_user_2227337@otuwamsb105224.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:51","Batch5","odl_user_2227346@otuwamsb105230.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:53","Batch5","odl_user_2227336@otuwamsb105223.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:55","Batch5","odl_user_2227328@otuwamsb105218.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:56","Batch5","odl_user_2227339@otuwamsb105225.onmicrosoft.com","Clean","0","0"
