"Time","Batch","User","Status","CloudFiles","Expected","Uploaded","Failed"
"2026-05-23 16:54:42","Batch4","odl_user_2227188@otuwacne104126.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:43","Batch4","odl_user_2227846@otuwacne104127.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:48","Batch4","odl_user_2227190@otuwacne104128.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:50","Batch4","odl_user_2227191@otuwacne104129.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:53","Batch4","odl_user_2227192@otuwacne104130.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:56","Batch5","odl_user_2227193@otuwacne104131.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:58","Batch5","odl_user_2227194@otuwacne104132.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:02","Batch5","odl_user_2227195@otuwacne104133.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:05","Batch5","odl_user_2227196@otuwacne104134.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:07","Batch5","odl_user_2227197@otuwacne104135.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:10","Batch5","odl_user_2227198@otuwacne104136.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:13","Batch5","odl_user_2227199@otuwacne104137.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:15","Batch5","odl_user_2227200@otuwacne104138.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:17","Batch5","odl_user_2227201@otuwacne104139.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:20","Batch5","odl_user_2227202@otuwacne104140.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:21","Batch5","odl_user_2227510@otuwacne104041.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:24","Batch5","odl_user_2227511@otuwacne104042.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:26","Batch5","odl_user_2227512@otuwacne104043.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:29","Batch5","odl_user_2227513@otuwacne104044.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:31","Batch5","odl_user_2227414@otuwacne104045.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:33","Batch5","odl_user_2227418@otuwacne104046.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:35","Batch5","odl_user_2227421@otuwacne104047.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:38","Batch5","odl_user_2227821@otuwacne104048.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:41","Batch5","odl_user_2227423@otuwacne104049.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:44","Batch5","odl_user_2227827@otuwacne104050.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:46","Batch5","odl_user_2227812@otuwacne104051.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:46","Batch5","odl_user_2227561@otuwacne104052.onmicrosoft.com","Auth Failed","0","97","0","0"
"2026-05-23 16:55:50","Batch5","odl_user_2227813@otuwacne104053.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:53","Batch5","odl_user_2227495@otuwacne104054.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:55","Batch5","odl_user_2227496@otuwacne104055.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:55:59","Batch5","odl_user_2227498@otuwacne104056.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:01","Batch5","odl_user_2227500@otuwacne104057.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:04","Batch5","odl_user_2227501@otuwacne104058.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:07","Batch5","odl_user_2227502@otuwacne104060.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:10","Batch5","odl_user_2227503@otuwacne104061.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:12","Batch5","odl_user_2227506@otuwacne104062.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:14","Batch5","odl_user_2227507@otuwacne104063.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:15","Batch5","odl_user_2227508@otuwacne104064.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:17","Batch5","odl_user_2227825@otuwacne104065.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:19","Batch5","odl_user_2227331@otuwamsb105220.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:21","Batch5","odl_user_2227342@otuwamsb105226.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:23","Batch5","odl_user_2227324@otuwamsb105214.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:24","Batch5","odl_user_2227323@otuwamsb105213.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:26","Batch5","odl_user_2227325@otuwamsb105215.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:29","Batch5","odl_user_2227321@otuwamsb105211.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:33","Batch5","odl_user_2227322@otuwamsb105212.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:36","Batch5","odl_user_2227332@otuwamsb105221.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:39","Batch5","odl_user_2227345@otuwamsb105229.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:42","Batch5","odl_user_2227343@otuwamsb105228.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:43","Batch5","odl_user_2227335@otuwamsb105222.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:46","Batch5","odl_user_2227330@otuwamsb105219.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:48","Batch5","odl_user_2227326@otuwamsb105216.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:50","Batch5","odl_user_2227327@otuwamsb105217.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:53","Batch5","odl_user_2227337@otuwamsb105224.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:56","Batch5","odl_user_2227346@otuwamsb105230.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:56:58","Batch5","odl_user_2227336@otuwamsb105223.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:57:00","Batch5","odl_user_2227328@otuwamsb105218.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:57:02","Batch5","odl_user_2227339@otuwamsb105225.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
